feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Barnesiella.intestinihominis	UC_dysbiosis	UC_dysbiosis	3.83554939115699	1.69677443717747	1595	484	0.023925393309304	0.0510173827918983
Parabacteroides.unclassified	diagnosis	CD	6.29086603726264	2.85033812328272	1595	730	0.0274524055994997	0.0582526655404017
Dialister.invisus	diagnosis	UC	-8.53975810991508	3.88231945069124	1595	777	0.0279750398056028	0.0590735063856176
Subdoligranulum.unclassified	UC_dysbiosis	UC_dysbiosis	-1.72367036264146	0.785998440428766	1595	1546	0.0284541083745438	0.059794865424766
Ruminococcus.torques	dysbiosis	dysbiosis	-0.273772639825252	0.124965796262723	1595	1514	0.0286124935357818	0.0598386283080052
Dialister.invisus	UC_dysbiosis	UC_dysbiosis	3.79670991590107	1.75100226563768	1595	777	0.0302833394954744	0.0630299171317291
Coprobacillus.unclassified	CD_dysbiosis	CD_dysbiosis	-2.11788875720271	0.983931823229346	1595	415	0.0315101351026931	0.0652709941412929
Burkholderiales.bacterium.1.1.47	UC_dysbiosis	UC_dysbiosis	-3.30343084951183	1.53769575171594	1595	731	0.0318407376615178	0.0656432269325129
Parabacteroides.distasonis	CD_dysbiosis	CD_dysbiosis	-3.60123850347786	1.68542220981906	1595	935	0.0327749049624681	0.0672503946163851
Bifidobacterium.longum	dysbiosis	dysbiosis	0.582020430114975	0.273568549084662	1595	1002	0.0335311549041405	0.0682677264717824
Bacteroidales.bacterium.ph8	diagnosis	UC	-6.35375973765846	2.98737572070987	1595	472	0.0335845826780723	0.0682677264717824
Bilophila.unclassified	UC_dysbiosis	UC_dysbiosis	-2.93854817702888	1.38655774263506	1595	885	0.0342188451352888	0.0692334773667471
Lachnospiraceae.bacterium.1.1.57FAA	dysbiosis	dysbiosis	-0.474042690617243	0.224002471751877	1595	475	0.0344796492122395	0.0694381824413156
Bifidobacterium.adolescentis	UC_dysbiosis	UC_dysbiosis	-3.22352435454232	1.52473140308704	1595	555	0.0346571188445497	0.0694739479141895
Roseburia.inulinivorans	diagnosis	UC	7.25635083493173	3.44479468334264	1595	1074	0.0353201397817438	0.0704782605736631
Lachnospiraceae.bacterium.1.1.57FAA	diagnosis	UC	-5.96862113703958	2.90414968070631	1595	475	0.0400224121239845	0.0794965720270926
Clostridium.bolteae	UC_dysbiosis	UC_dysbiosis	-3.21171858366624	1.56861610831894	1595	1138	0.0407745704876833	0.0806224461915556
Alistipes.finegoldii	diagnosis	UC	-6.64397559993548	3.28873466347098	1595	788	0.0435278245640905	0.0856769397528478
Clostridium.citroniae	diagnosis	UC	4.65930285627864	2.31104527946671	1595	462	0.0439573253598568	0.0857463521593618
Veillonella.unclassified	UC_dysbiosis	UC_dysbiosis	-3.33812752553078	1.65424402770491	1595	995	0.0437676691698221	0.0857463521593618
Bifidobacterium.adolescentis	diagnosis	UC	6.76313020291079	3.3806320525398	1595	555	0.0456105659977807	0.0885740902189044
Roseburia.intestinalis	diagnosis	CD	-6.91007707448991	3.47357718956337	1595	1001	0.0468364402284855	0.0905504511084053
Roseburia.hominis	diagnosis	UC	-7.3289958636959	3.70469519769866	1595	1061	0.0480674291683534	0.0925191667620961
Clostridium.citroniae	UC_dysbiosis	UC_dysbiosis	-2.05849696343427	1.04232677700362	1595	462	0.048451728961676	0.0928480268648857
Bacteroidales.bacterium.ph8	diagnosis	CD	-4.60072952493485	2.35443739991317	1595	472	0.050868444245853	0.097051637048009
Bacteroides.fragilis	diagnosis	CD	7.6503667637525	3.92494687659301	1595	891	0.0514515376938633	0.0973997200813444
Veillonella.unclassified	diagnosis	UC	7.14767320117578	3.66778723876164	1595	995	0.0514987025717453	0.0973997200813444
Bacteroides.thetaiotaomicron	diagnosis	UC	-8.34391615534737	4.29388575412355	1595	1121	0.0521673394019713	0.0982371975751408
Bacteroides.thetaiotaomicron	UC_dysbiosis	UC_dysbiosis	3.75173827134542	1.9366267457772	1595	1121	0.052891312408585	0.0991712107660968
Akkermansia.muciniphila	diagnosis	CD	-6.22828420133893	3.25453220300748	1595	578	0.0558346178885394	0.104240595628818
Ruminococcus.bromii	UC_dysbiosis	UC_dysbiosis	2.96078601716092	1.58534544535537	1595	512	0.0620022685309119	0.115260627397208
Dialister.invisus	diagnosis	CD	5.67235984780773	3.05976849505416	1595	777	0.0639454564179292	0.118367121454465
Alistipes.unclassified	CD_dysbiosis	CD_dysbiosis	2.16006178845297	1.16670175027554	1595	224	0.0642937347652029	0.118507519588404
Bacteroides.finegoldii	diagnosis	UC	-6.86576050495268	3.71609639690533	1595	400	0.0648498538803368	0.11902821281834
Lachnospiraceae.bacterium.1.1.57FAA	UC_dysbiosis	UC_dysbiosis	2.39997746397797	1.30982850207298	1595	475	0.0670962185635613	0.122633844853568
Clostridium.leptum	diagnosis	UC	-5.46255062315172	2.9912795821692	1595	812	0.0680139555286839	0.1237910906066
Eubacterium.rectale	UC_dysbiosis	UC_dysbiosis	-2.86836564247453	1.58310661232429	1595	1318	0.0701967222851568	0.127231559141847
Veillonella.atypica	diagnosis	UC	5.19244080877546	2.87293131862937	1595	524	0.0708941525005026	0.127962474430368
Bacteroidales.bacterium.ph8	CD_dysbiosis	CD_dysbiosis	2.22256775944015	1.2323073234319	1595	472	0.071486143255832	0.128497819488789
Coprococcus.comes	diagnosis	CD	4.04352759326433	2.25845011254007	1595	848	0.0735800524866426	0.131717377908187
Paraprevotella.clara	UC_dysbiosis	UC_dysbiosis	-1.86408534894655	1.04885293671522	1595	191	0.0757165600369943	0.134986490229887
Parabacteroides.goldsteinii	UC_dysbiosis	UC_dysbiosis	1.76729445419912	0.996446207053946	1595	187	0.0763212509331654	0.135478894641365
Clostridium.nexile	UC_dysbiosis	UC_dysbiosis	-1.98848076553736	1.12227994330596	1595	273	0.0766156507627032	0.135478894641365
Alistipes.unclassified	diagnosis	CD	-3.91689438276934	2.2290918695045	1595	224	0.0790813241984001	0.139272777434429
Eubacterium.rectale	CD_dysbiosis	CD_dysbiosis	-2.5112997861029	1.4479177929145	1595	1318	0.0830372448848508	0.145650006148831
Veillonella.atypica	diagnosis	CD	3.91065605821557	2.26424044925809	1595	524	0.0843371861887104	0.147336048161
Veillonella.atypica	CD_dysbiosis	CD_dysbiosis	-2.04313810958879	1.18509843911517	1595	524	0.0848980155850518	0.14772254711799
Subdoligranulum.unclassified	diagnosis	UC	2.99613873297325	1.74271449750425	1595	1546	0.0857660310449444	0.148638340655581
Coprococcus.comes	CD_dysbiosis	CD_dysbiosis	-2.00694569795463	1.1820677896942	1595	848	0.0897363631285545	0.153894284877526
Ruminococcus.bromii	diagnosis	CD	-4.70483233631693	2.77029341575948	1595	512	0.0896440015791917	0.153894284877526
Sutterella.wadsworthensis	UC_dysbiosis	UC_dysbiosis	3.10503953607113	1.82953810356783	1595	432	0.0898601111698659	0.153894284877526
Bacteroides.finegoldii	UC_dysbiosis	UC_dysbiosis	2.79655991908203	1.67603240613049	1595	400	0.095401703318496	0.162108363060726
C2likevirus.unclassified	dysbiosis	dysbiosis	0.296880064799331	0.177750673095278	1595	389	0.095075755407857	0.162108363060726
Collinsella.aerofaciens	CD_dysbiosis	CD_dysbiosis	-1.99605746737473	1.20427888243392	1595	835	0.0976216592557573	0.164922336786212
Acidaminococcus.unclassified	UC_dysbiosis	UC_dysbiosis	2.20163980640962	1.32908330568258	1595	194	0.0978160066456152	0.164922336786212
Parabacteroides.unclassified	CD_dysbiosis	CD_dysbiosis	-2.44974655996875	1.49186066433873	1595	730	0.100772409265671	0.16885231223903
Roseburia.unclassified	diagnosis	UC	-6.71778285780441	4.09284651208496	1595	513	0.100923221108386	0.16885231223903
Roseburia.unclassified	CD_dysbiosis	CD_dysbiosis	2.75302145653967	1.68831951587479	1595	513	0.103166967378651	0.171944945631085
Acidaminococcus.unclassified	diagnosis	UC	-4.79185076728128	2.94684140077988	1595	194	0.104127251091348	0.172883031392123
Ruminococcus.obeum	diagnosis	CD	2.97744338815054	1.85357953148427	1595	1346	0.108402126438795	0.179296292778995
Bifidobacterium.pseudocatenulatum	diagnosis	UC	-3.33490659681035	2.07956678275218	1595	230	0.108988966001793	0.1795840917075
Veillonella.atypica	UC_dysbiosis	UC_dysbiosis	-2.05906478818298	1.29574840809295	1595	524	0.112238320837543	0.184240262506909
Eubacterium.rectale	diagnosis	UC	5.5603230980377	3.51006147402454	1595	1318	0.113367701112134	0.185394548811197
Bacteroides.massiliensis	diagnosis	CD	-5.75046409982056	3.64376846004469	1595	577	0.114726985146002	0.186914751080565
Eubacterium.ventriosum	CD_dysbiosis	CD_dysbiosis	2.18764952007999	1.39055894229976	1595	627	0.11586789642655	0.188069160244587
Akkermansia.muciniphila	diagnosis	UC	-6.45086959194221	4.1294410655775	1595	578	0.118448174827231	0.191542587545894
Dialister.invisus	CD_dysbiosis	CD_dysbiosis	-2.48576603388433	1.60147605733773	1595	777	0.120820248066566	0.194654844107245
Paraprevotella.clara	dysbiosis	dysbiosis	-0.272750985579026	0.179371306973845	1595	191	0.1285606311547	0.206361160709574
Paraprevotella.clara	diagnosis	UC	3.5235324873427	2.3255150704452	1595	191	0.129930223883593	0.206794524024551
Clostridium.nexile	diagnosis	UC	3.76234102053664	2.48831731318784	1595	273	0.130732170360348	0.206794524024551
Roseburia.inulinivorans	diagnosis	CD	4.10770180651293	2.71494254346979	1595	1074	0.130479102236361	0.206794524024551
Roseburia.unclassified	UC_dysbiosis	UC_dysbiosis	2.79625178427713	1.84595410207474	1595	513	0.130021871902565	0.206794524024551
Roseburia.intestinalis	CD_dysbiosis	CD_dysbiosis	2.73765156366111	1.81806261205449	1595	1001	0.132315455112824	0.208540662949559
Clostridium.citroniae	diagnosis	CD	2.73342804766655	1.82140177452344	1595	462	0.133624678252948	0.209843808808782
Ruminococcus.obeum	CD_dysbiosis	CD_dysbiosis	-1.44811219696651	0.970159423773921	1595	1346	0.135726332696352	0.212377534974507
Collinsella.aerofaciens	diagnosis	CD	3.41019573242139	2.3008864646131	1595	835	0.138505967579624	0.215840983125723
Bacteroides.xylanisolvens	CD_dysbiosis	CD_dysbiosis	2.09227417112722	1.41319993662933	1595	1072	0.138932127069431	0.215840983125723
Faecalibacterium.prausnitzii	UC_dysbiosis	UC_dysbiosis	1.3747793197441	0.932542536283625	1595	1534	0.1406185830777	0.217683571668326
Eubacterium.rectale	diagnosis	CD	4.06399838298278	2.76638119308071	1595	1318	0.142012649937128	0.219062066392379
Bacteroides.eggerthii	CD_dysbiosis	CD_dysbiosis	2.09782025460857	1.4301243023786	1595	309	0.142606672034158	0.219201068321056
Bacteroidales.bacterium.ph8	UC_dysbiosis	UC_dysbiosis	1.96746986050054	1.34736507948686	1595	472	0.144423134717903	0.221211491557352
Roseburia.hominis	CD_dysbiosis	CD_dysbiosis	2.22849209704226	1.52820517069818	1595	1061	0.144971623648307	0.221272478200048
Coprobacter.fastidiosus	CD_dysbiosis	CD_dysbiosis	1.19988312552621	0.830952848772514	1595	177	0.14894043469424	0.226535276545435
Odoribacter.splanchnicus	CD_dysbiosis	CD_dysbiosis	0.755904516216074	0.524655267515431	1595	662	0.149848327493425	0.227122029476098
Bifidobacterium.pseudocatenulatum	UC_dysbiosis	UC_dysbiosis	1.33989757362956	0.937925432049543	1595	230	0.153322723644953	0.231581197172065
Bilophila.unclassified	diagnosis	UC	4.37474895986116	3.0742736313812	1595	885	0.154927019379583	0.233194648547123
Peptostreptococcaceae.noname.unclassified	CD_dysbiosis	CD_dysbiosis	-1.53756136188973	1.10183760773107	1595	423	0.16307459095541	0.244611886433115
Roseburia.unclassified	diagnosis	CD	-4.45964293519255	3.22569097464151	1595	513	0.16700059782199	0.24964006890916
Clostridium.leptum	diagnosis	CD	-3.19683721253614	2.35751414628966	1595	812	0.175285348936082	0.260235927601351
Clostridium.leptum	UC_dysbiosis	UC_dysbiosis	1.83141836361652	1.34912579762117	1595	812	0.174819836436578	0.260235927601351
Coprobacter.fastidiosus	diagnosis	CD	-2.13871167260247	1.58761246282776	1595	177	0.178132206244518	0.26356295821893
Paraprevotella.unclassified	dysbiosis	dysbiosis	-0.327885394043962	0.2446270190996	1595	243	0.180323762705991	0.265901141617309
Bacteroides.caccae	diagnosis	CD	-4.60692230853719	3.47097336367946	1595	1072	0.184609718662929	0.268579356583191
Bacteroides.caccae	CD_dysbiosis	CD_dysbiosis	2.4150337633703	1.81669977535058	1595	1072	0.183922634985827	0.268579356583191
Clostridium.citroniae	dysbiosis	dysbiosis	0.236904428697193	0.178255225056151	1595	462	0.184032779302421	0.268579356583191
Faecalibacterium.prausnitzii	diagnosis	UC	-2.75168606640174	2.0676318347837	1595	1534	0.183432764860517	0.268579356583191
Bacteroides.xylanisolvens	UC_dysbiosis	UC_dysbiosis	1.9975630963512	1.54514722808318	1595	1072	0.196268905235368	0.284589912591283
Eubacterium.hallii	UC_dysbiosis	UC_dysbiosis	1.75115720959499	1.35853586577042	1595	923	0.197584557729889	0.285545789410305
Coprobacillus.unclassified	diagnosis	UC	3.04944175053919	2.38526054634097	1595	415	0.201276704464651	0.28991843192756
Bacteroides.fragilis	CD_dysbiosis	CD_dysbiosis	-2.6131937733771	2.05430850711303	1595	891	0.203539641690522	0.291249158340056
Roseburia.hominis	UC_dysbiosis	UC_dysbiosis	2.12547190474078	1.67089024153136	1595	1061	0.203538085359221	0.291249158340056
Clostridium.citroniae	CD_dysbiosis	CD_dysbiosis	-1.18803988670233	0.95331765700794	1595	462	0.212868735309623	0.303599671671101
Alistipes.shahii	CD_dysbiosis	CD_dysbiosis	1.87461474399479	1.50974702317219	1595	757	0.214539839940883	0.304983105798315
Eubacterium.ventriosum	diagnosis	UC	-4.13345743309765	3.37101138932887	1595	627	0.220313663125039	0.312170825600626
Alistipes.finegoldii	UC_dysbiosis	UC_dysbiosis	1.80193040219823	1.48328387706312	1595	788	0.224613313674414	0.317229842364838
C2likevirus.unclassified	CD_dysbiosis	CD_dysbiosis	-1.12845158040413	0.950619288457866	1595	389	0.235377466053726	0.331356626968837
Bacteroides.uniformis	UC_dysbiosis	UC_dysbiosis	1.78019030086696	1.53515069070372	1595	1391	0.246378073400983	0.34461241777951
Alistipes.unclassified	diagnosis	UC	3.28188893269959	2.82833382209912	1595	224	0.246076066857237	0.34461241777951
Odoribacter.splanchnicus	diagnosis	CD	-1.15955602294797	1.00240253418249	1595	662	0.247537423783458	0.345124292775014
Bacteroides.thetaiotaomicron	CD_dysbiosis	CD_dysbiosis	-2.03252831150089	1.77124920180076	1595	1121	0.251343142229021	0.349310756771962
Escherichia.coli	diagnosis	CD	-2.77430349341213	2.43927607061924	1595	975	0.255564696622971	0.354046633856663
Escherichia.coli	CD_dysbiosis	CD_dysbiosis	1.42799372594402	1.27671169588418	1595	975	0.263525343460591	0.363915950493198
Lachnospiraceae.bacterium.1.1.57FAA	diagnosis	CD	-2.55107124524652	2.28884454533092	1595	475	0.265204444737296	0.365075738799759
Eubacterium.hallii	diagnosis	UC	-3.31909056724224	3.01214357036904	1595	923	0.270670639970523	0.371425010685102
Akkermansia.muciniphila	CD_dysbiosis	CD_dysbiosis	1.87040282880747	1.70341495095982	1595	578	0.272357201972337	0.37256409703763
Escherichia.unclassified	UC_dysbiosis	UC_dysbiosis	1.71570255255029	1.570696056491	1595	637	0.274858100309799	0.374806500422453
Akkermansia.muciniphila	dysbiosis	dysbiosis	-0.345890826199933	0.318511477486277	1595	578	0.277661262861576	0.377445779202455
Alistipes.unclassified	UC_dysbiosis	UC_dysbiosis	-1.38030296096137	1.27563406189912	1595	224	0.279393401494053	0.378617226323716
Peptostreptococcaceae.noname.unclassified	dysbiosis	dysbiosis	0.222497363788041	0.206026091405749	1595	423	0.280329444416338	0.378705926463066
Ruminococcus.lactaris	diagnosis	UC	-3.56543764224272	3.39011728959519	1595	454	0.293090177952973	0.394718970308183
Ruminococcus.lactaris	UC_dysbiosis	UC_dysbiosis	1.59209614604569	1.52900943115378	1595	454	0.297913360094363	0.399976270497061
Ruminococcus.bromii	CD_dysbiosis	CD_dysbiosis	1.48587595317874	1.44996544160464	1595	512	0.305629372329128	0.409073159886679
Parabacteroides.distasonis	UC_dysbiosis	UC_dysbiosis	1.88178779775456	1.84278628108573	1595	935	0.307331984404798	0.410090224589224
Bacteroides.uniformis	CD_dysbiosis	CD_dysbiosis	1.42059304798269	1.4040570499617	1595	1391	0.31179858390229	0.413513365846025
Parabacteroides.unclassified	dysbiosis	dysbiosis	0.282719728238093	0.278954193829544	1595	730	0.310976285921218	0.413513365846025
Eubacterium.sp.3.1.31	diagnosis	UC	2.00870189007203	2.00028847714426	1595	217	0.315432176232213	0.417060780124659
Bacteroides.vulgatus	CD_dysbiosis	CD_dysbiosis	-1.49464767966418	1.49483324385524	1595	1455	0.317522822414094	0.418552811364033
Bacteroides.xylanisolvens	diagnosis	UC	-3.40952582570544	3.42589798739317	1595	1072	0.319780286680898	0.420255059535319
Bacteroides.xylanisolvens	diagnosis	CD	-2.66520704165999	2.70004950963752	1595	1072	0.323746043008843	0.420386652862229
Oscillibacter.unclassified	diagnosis	UC	3.0672355275021	3.10585771489867	1595	1296	0.323516218084585	0.420386652862229
Peptostreptococcaceae.noname.unclassified	diagnosis	CD	2.08850551339608	2.10516291102464	1595	423	0.321305957577836	0.420386652862229
C2likevirus.unclassified	diagnosis	CD	1.79759216572412	1.81624629121807	1595	389	0.322457134094749	0.420386652862229
Lachnospiraceae.bacterium.1.1.57FAA	CD_dysbiosis	CD_dysbiosis	1.16595961944169	1.19797616853711	1595	475	0.330565041454003	0.427963669739558
Escherichia.unclassified	diagnosis	UC	-3.3579712614892	3.48254480928286	1595	637	0.335077763319521	0.432518774611252
Eubacterium.sp.3.1.31	UC_dysbiosis	UC_dysbiosis	-0.848966694474967	0.902169360325289	1595	217	0.346833506232242	0.446368565713093
Bacteroides.dorei	diagnosis	UC	-4.19269042189719	4.48012514927526	1595	1048	0.349496613049136	0.447150078459924
Bacteroides.massiliensis	CD_dysbiosis	CD_dysbiosis	1.78517178401862	1.90714034629624	1595	577	0.349391551313266	0.447150078459924
Parabacteroides.unclassified	UC_dysbiosis	UC_dysbiosis	1.51936911494896	1.63115233056648	1595	730	0.351752102860608	0.448716025643297
Alistipes.shahii	UC_dysbiosis	UC_dysbiosis	-1.51523918387984	1.65070869839221	1595	757	0.358793503266284	0.456360157663256
Bacteroides.stercoris	diagnosis	CD	-3.73234600649092	4.13668171124088	1595	1063	0.367057621124003	0.464157166246922
Paraprevotella.unclassified	UC_dysbiosis	UC_dysbiosis	-1.29101334543079	1.43042815326042	1595	243	0.366908831281186	0.464157166246922
Bacteroides.vulgatus	diagnosis	CD	2.55960068457149	2.85601751206407	1595	1455	0.370274638800334	0.466868022835204
Bacteroides.faecis	UC_dysbiosis	UC_dysbiosis	-1.52639185255866	1.72647119644581	1595	604	0.376770145633569	0.473685009683822
Bacteroides.thetaiotaomicron	diagnosis	CD	2.8741031863807	3.38413582877367	1595	1121	0.395849442478918	0.492254933604705
Paraprevotella.unclassified	diagnosis	UC	2.69754885748922	3.17154303635172	1595	243	0.395148757220796	0.492254933604705
Eubacterium.ventriosum	UC_dysbiosis	UC_dysbiosis	1.2906545081448	1.52039229516631	1595	627	0.396067187957808	0.492254933604705
Acidaminococcus.unclassified	CD_dysbiosis	CD_dysbiosis	1.03742915236401	1.21558671512214	1595	194	0.393544512258407	0.492254933604705
Ruminococcus.gnavus	diagnosis	UC	2.78642253845833	3.31017141937504	1595	970	0.400040068654164	0.495776153460289
Bacteroides.uniformis	diagnosis	UC	-2.74910983169542	3.40373368054476	1595	1391	0.419398716189499	0.518291027109182
Bacteroides.vulgatus	UC_dysbiosis	UC_dysbiosis	1.30714324854989	1.63440245312956	1595	1455	0.423964601215499	0.520973450646164
Alistipes.finegoldii	diagnosis	CD	-2.07554751869011	2.59194711813048	1595	788	0.423385855170924	0.520973450646164
Bacteroides.dorei	UC_dysbiosis	UC_dysbiosis	1.60091244494244	2.02062436807579	1595	1048	0.428312183582508	0.524833239037721
Clostridium.clostridioforme	CD_dysbiosis	CD_dysbiosis	0.927947078034102	1.19352163647788	1595	518	0.436987473227382	0.533959412510986
Bacteroides.eggerthii	diagnosis	UC	-2.54641666202905	3.46692625880437	1595	309	0.462759579339351	0.56229166763301
Eubacterium.siraeum	UC_dysbiosis	UC_dysbiosis	-1.38490830711339	1.88231912584683	1595	656	0.461994025296201	0.56229166763301
Alistipes.putredinis	CD_dysbiosis	CD_dysbiosis	-1.20510892500231	1.66145508241582	1595	940	0.468354300480362	0.567504514509631
Bacteroides.stercoris	CD_dysbiosis	CD_dysbiosis	1.56438762231229	2.16513005088049	1595	1063	0.470070411474296	0.568001747198108
Bacteroides.intestinalis	dysbiosis	dysbiosis	0.122629163907263	0.170919975849941	1595	193	0.473192451600811	0.570190350266905
Bacteroides.faecis	diagnosis	UC	2.70154130074625	3.82792920292353	1595	604	0.480450277364344	0.577336659263784
Paraprevotella.clara	CD_dysbiosis	CD_dysbiosis	-0.657682885531915	0.959286517659684	1595	191	0.49306798746669	0.590866596550992
Akkermansia.muciniphila	UC_dysbiosis	UC_dysbiosis	1.26225123021328	1.86245896389492	1595	578	0.498039214070925	0.595184225606737
Bifidobacterium.pseudocatenulatum	diagnosis	CD	1.09934619002991	1.63896686144499	1595	230	0.502473720501699	0.596398703752923
Ruminococcus.gnavus	UC_dysbiosis	UC_dysbiosis	-1.00274614330519	1.49295227468796	1595	970	0.501902146750232	0.596398703752923
C2likevirus.unclassified	UC_dysbiosis	UC_dysbiosis	-0.696034206725441	1.03937646786659	1595	389	0.503168561557064	0.596398703752923
Coprobacillus.unclassified	UC_dysbiosis	UC_dysbiosis	-0.705865605889811	1.07579931889314	1595	415	0.511834642561197	0.605021928027502
Bacteroides.vulgatus	diagnosis	UC	-2.3601157046401	3.62379453103195	1595	1455	0.51495800653509	0.607064316647057
Oscillibacter.unclassified	UC_dysbiosis	UC_dysbiosis	-0.904516736938217	1.40080278416232	1595	1296	0.518558393114043	0.609656489201646
Clostridium.leptum	CD_dysbiosis	CD_dysbiosis	0.782174566090526	1.2339176856748	1595	812	0.526240417888413	0.617020436068624
Alistipes.putredinis	UC_dysbiosis	UC_dysbiosis	-1.14626634887145	1.81658139704041	1595	940	0.52813001710714	0.617571390972059
Coprobacter.fastidiosus	diagnosis	UC	-1.221777854269	2.01440689207662	1595	177	0.544256215769527	0.634722396406822
Prevotella.copri	dysbiosis	dysbiosis	0.200894113976065	0.344790724706938	1595	439	0.560208096025513	0.65157893521684
Alistipes.putredinis	diagnosis	UC	-2.30864666339419	4.027721396994	1595	940	0.566597656789948	0.65725328187634
Ruminococcus.torques	UC_dysbiosis	UC_dysbiosis	-0.415590954273084	0.730723015907021	1595	1514	0.569613390193032	0.658994214718002
Paraprevotella.unclassified	CD_dysbiosis	CD_dysbiosis	-0.736599640249194	1.30827725591441	1595	243	0.573493732917145	0.661723537981322
Bifidobacterium.pseudocatenulatum	CD_dysbiosis	CD_dysbiosis	-0.468853803309072	0.857831627332858	1595	230	0.584759915319842	0.672937997788707
Oscillibacter.unclassified	diagnosis	CD	1.29218402395561	2.44781649394561	1595	1296	0.597647641066349	0.68595441652734
Ruminococcus.torques	diagnosis	UC	0.850608349771877	1.62015791378228	1595	1514	0.599645514998048	0.68643631322145
Lachnospiraceae.bacterium.3.1.46FAA	diagnosis	CD	1.22172546243731	2.37607955669591	1595	992	0.607199743438016	0.69144473401973
C2likevirus.unclassified	diagnosis	UC	1.19008955810274	2.30450385871984	1595	389	0.605633662414235	0.69144473401973
Bacteroides.dorei	diagnosis	CD	-1.72006930658336	3.53091649457429	1595	1048	0.626222572074112	0.711244957838744
Alistipes.unclassified	dysbiosis	dysbiosis	0.104782527373828	0.218154653425285	1595	224	0.631070923791083	0.714885030857086
Bacteroides.salyersiae	CD_dysbiosis	CD_dysbiosis	0.448637641892644	0.942413699689526	1595	167	0.634102991392997	0.714910986993496
Paraprevotella.clara	diagnosis	CD	0.871795565168694	1.83280583622633	1595	191	0.634380783860895	0.714910986993496
Bacteroides.salyersiae	diagnosis	CD	-0.833290406380901	1.80056875306088	1595	167	0.643576201132382	0.723399605923995
Bacteroides.uniformis	diagnosis	CD	-1.20892864710015	2.68258117693827	1595	1391	0.652297009493445	0.731024213946467
Parabacteroides.unclassified	diagnosis	UC	-1.62270685182127	3.61658836443159	1595	730	0.653720503965921	0.731024213946467
Prevotella.copri	diagnosis	UC	-1.98665563628323	4.47014653560295	1595	439	0.656794122927454	0.732578060188314
Bacteroides.eggerthii	UC_dysbiosis	UC_dysbiosis	0.687921409034581	1.56365178369965	1595	309	0.660036484191982	0.7343116895742
Prevotella.copri	diagnosis	CD	-1.52457523046795	3.5230520598912	1595	439	0.665260396016372	0.734488000677975
Alistipes.onderdonkii	diagnosis	UC	-1.7102672664525	3.94482647894373	1595	896	0.664676355183964	0.734488000677975
Escherichia.unclassified	dysbiosis	dysbiosis	0.116629989452044	0.268615164861718	1595	637	0.66420950010309	0.734488000677975
Parasutterella.excrementihominis	UC_dysbiosis	UC_dysbiosis	0.630425562020956	1.53904049815137	1595	759	0.682138126681479	0.751215405332769
Bifidobacterium.bifidum	CD_dysbiosis	CD_dysbiosis	-0.484359890724293	1.1986882418009	1595	425	0.68621198136995	0.753793464383657
Alistipes.onderdonkii	UC_dysbiosis	UC_dysbiosis	-0.712023665607429	1.77919416212598	1595	896	0.689067080178239	0.755023123117215
Paraprevotella.unclassified	diagnosis	CD	0.975076520861764	2.49958499978914	1595	243	0.696518313872944	0.761270016418921
Dialister.invisus	dysbiosis	dysbiosis	0.110824439448241	0.299450527244768	1595	777	0.711362778997891	0.7755458868774
Clostridium.clostridioforme	diagnosis	CD	-0.83294929518706	2.28033374881131	1595	518	0.714954625738798	0.777513155490943
Lachnospiraceae.bacterium.3.1.46FAA	CD_dysbiosis	CD_dysbiosis	-0.442077031236331	1.24363478038582	1595	992	0.722283385759452	0.78352437108569
Acidaminococcus.unclassified	diagnosis	CD	-0.815770616956893	2.32249112741667	1595	194	0.725448786412917	0.785000552461738
Parabacteroides.distasonis	diagnosis	UC	-1.38079301546708	4.08582282440433	1595	935	0.735447501838206	0.793845318361339
Coprobacter.fastidiosus	UC_dysbiosis	UC_dysbiosis	0.287028090035474	0.908537042544067	1595	177	0.752102158286644	0.80781342927084
Ruminococcus.torques	CD_dysbiosis	CD_dysbiosis	-0.212636300752568	0.668323186946041	1595	1514	0.750402435614913	0.80781342927084
Eubacterium.siraeum	diagnosis	CD	-1.00139599720829	3.28923661147095	1595	656	0.760827745387018	0.815172584343234
Ruminococcus.torques	diagnosis	CD	0.36638916555524	1.27689341502309	1595	1514	0.774197250031652	0.827458977306557
Bacteroides.dorei	CD_dysbiosis	CD_dysbiosis	0.49795588478313	1.84807387737336	1595	1048	0.78762157072348	0.837690423630107
Oscillibacter.unclassified	CD_dysbiosis	CD_dysbiosis	-0.347861934562788	1.28118173454848	1595	1296	0.786029108053997	0.837690423630107
Bacteroides.fragilis	dysbiosis	dysbiosis	-0.101136518730728	0.384122986266212	1595	891	0.792359642442817	0.840674254786891
Escherichia.unclassified	diagnosis	CD	0.691250203328708	2.74469451197811	1595	637	0.801189889083583	0.84797470012496
Eubacterium.eligens	diagnosis	UC	0.912263375634912	3.72806473532779	1595	1015	0.806719089771655	0.850629184139806
Klebsiella.pneumoniae	diagnosis	UC	0.500131494708837	2.05348535849673	1595	171	0.807608857585609	0.850629184139806
Alistipes.finegoldii	CD_dysbiosis	CD_dysbiosis	0.321965418374129	1.35661938420541	1595	788	0.812431990519298	0.853642308878973
Klebsiella.pneumoniae	UC_dysbiosis	UC_dysbiosis	-0.212453431625887	0.926162197843195	1595	171	0.818594419103165	0.85804475255392
